PRICE,BEDROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST
380000,3,1.0,514,131,2000.0,20200
382000,4,2.0,401,186,2005.0,25100
1150000,4,2.0,527,209,2001.0,7400
2200000,2,2.0,1100,497,1958.0,9300
375000,4,4.0,580,140,2006.0,42900
495000,4,2.0,694,246,2010.0,32600
445000,3,2.0,327,171,2008.0,15900
515000,4,1.0,450,150,2002.0,12600
270000,3,2.0,271,109,2011.0,32000
780000,5,2.0,810,180,1977.0,22100
1280000,4,4.0,701,264,1980.0,7800
410000,4,2.0,465,206,2015.0,34600
425000,4,1.0,666,143,1983.0,11600
1330000,3,2.0,1133,135,1974.0,9300
732000,3,2.0,328,145,1990.0,4200
465000,3,3.0,327,136,2012.0,8100
380000,3,2.0,646,168,1995.0,35100
1300000,5,4.0,770,350,2002.0,26600
710250,4,2.0,434,139,1990.0,10100
835000,5,2.0,755,197,1986.0,13900
275000,3,1.0,761,94,1988.0,38300
400000,4,2.0,582,153,2001.0,13600
532000,4,2.0,653,191,2004.0,15500
820000,3,2.0,419,162,2006.0,10400
427000,4,4.0,673,153,2002.0,36900
660000,2,2.0,376,100,1962.0,4100
250000,3,1.0,955,396,2017.0,11400
508000,4,2.0,1010,157,1993.0,18600
415000,4,2.0,538,115,1994.0,12300
550000,4,3.0,741,254,2008.0,21500
935000,4,2.0,623,280,2007.0,27500
380000,3,3.0,759,179,1994.0,44000
470000,4,2.0,701,168,1998.0,19700
475000,4,2.0,500,197,2007.0,14500
490000,4,5.0,700,79,1975.0,11100
715000,4,1.0,380,160,1900.0,11700
1130000,4,2.0,495,241,2009.0,19200
720000,4,2.0,528,189,1997.0,8700
475000,4,2.0,427,142,1994.0,19600
545000,4,2.0,735,170,1984.0,17200
317500,4,2.0,872,153,1965.0,43800
465000,3,2.0,337,117,2002.0,6800
449000,4,2.0,502,185,2004.0,20600
525000,3,2.0,607,94,1969.0,14400
900000,4,3.0,2152,260,1982.0,21500
950000,4,3.0,3102,287,2009.0,29700
522000,4,2.0,641,222,2002.0,19900
464000,4,4.0,700,182,1986.0,17900
490000,4,2.0,720,166,1989.0,10400
1160000,4,3.0,696,329,2010.0,26900
460000,3,2.0,322,109,1997.0,8100
872000,4,2.0,1029,147,1989.0,9300
335000,3,2.0,653,168,2002.0,34000
83000,2,2.0,935,100,1959.0,17600
925000,4,4.0,792,237,1969.0,3900
330000,3,2.0,203,108,2015.0,32500
1930000,4,2.0,440,307,2012.0,8800
547000,3,2.0,749,259,2009.0,43400
460000,2,1.0,807,76,1969.0,10600
405000,4,2.0,819,139,1986.0,57200
1075000,4,3.0,773,330,1989.0,20600
465000,3,2.0,420,185,2007.0,26700
335000,4,2.0,373,116,2004.0,28800
745000,4,2.0,462,337,2008.0,11700
385000,3,2.0,416,141,2015.0,15100
480000,3,2.0,700,102,1980.0,15000
330000,3,5.0,351,100,2000.0,11100
885000,4,2.0,641,255,2009.0,19900
610000,4,2.0,596,247,2007.0,16400
830000,4,2.0,726,266,2001.0,32900
485000,4,1.0,997,179,1970.0,19700
769000,5,2.0,638,323,2005.0,27500
900000,4,5.0,2929,346,1998.0,34800
410000,3,1.0,675,143,1985.0,17400
475000,4,2.0,559,201,2006.0,33200
385000,4,1.0,613,132,1993.0,14200
385000,4,2.0,1635,134,1975.0,34800
730000,5,2.0,576,183,2012.0,16000
560000,5,2.0,2646,270,1990.0,16700
720000,4,2.0,2000,232,1993.0,24700
505000,3,2.0,688,132,1986.0,8100
362500,5,1.0,515,153,1998.0,15300
487000,3,2.0,685,124,1983.0,22000
600000,3,3.0,380,95,1970.0,8300
1675000,4,2.0,1055,299,2000.0,7400
315000,3,1.0,825,109,1980.0,40200
428000,4,4.0,803,204,1980.0,13500
405000,3,3.0,975,126,1993.0,10600
643000,4,2.0,701,188,1982.0,14000
538000,5,2.0,556,212,2006.0,15600
375000,4,4.0,2000,127,1995.0,47700
395000,3,1.0,461,130,1985.0,21300
311850,4,2.0,471,154,2014.0,28000
499000,4,2.0,613,230,1969.0,15300
620000,4,2.0,815,228,2002.0,17400
660000,5,2.0,4297,269,2004.0,30400
560003,3,2.0,537,175,1953.0,14400
481000,4,1.0,703,123,1985.0,17300
635000,3,6.0,20070,160,2001.0,29400
430000,4,2.0,570,187,2005.0,25000
727000,4,2.0,691,245,1998.0,20800
450000,4,1.0,723,187,1985.0,10800
705000,5,3.0,1000,223,2000.0,19500
470000,4,2.0,594,250,2002.0,26700
474000,3,3.0,2851,240,1974.0,21800
515000,4,2.0,430,168,2015.0,21300
272500,3,2.0,1799,140,1987.0,27400
280000,4,2.0,599,105,1990.0,34000
575000,3,2.0,510,112,1935.0,14500
495000,4,2.0,500,180,2012.0,16900
290000,4,2.0,714,132,1984.0,11100
365000,3,2.0,700,120,1984.0,15400
670000,5,7.0,2783,284,2011.0,29800
1200000,4,3.0,455,103,1965.0,16800
910000,3,2.0,706,280,1986.0,20000
340000,3,2.0,725,105,1970.0,39700
1800000,4,2.0,1072,233,1985.0,8200
492000,4,2.0,446,197,2008.0,19300
543800,4,2.0,527,158,1996.0,9900
360000,4,2.0,568,151,2006.0,37300
305000,4,2.0,439,185,2015.0,27600
210000,3,2.0,534,125,1992.0,10500
530000,4,2.0,597,211,2006.0,15700
480000,4,2.0,723,185,1982.0,21700
375000,3,2.0,647,129,1994.0,24600
372500,3,1.0,688,160,1980.0,41000
980000,3,2.0,1140,135,1989.0,11300
1400000,3,1.0,2819,189,1920.0,17800
1210000,3,2.0,309,220,2002.0,6600
508000,4,2.0,561,199,2003.0,15100
315000,4,2.0,330,123,2014.0,28000
561000,2,2.0,357,151,1900.0,11900
1100000,3,1.0,466,172,1920.0,4600
575000,3,1.0,739,129,1980.0,15300
301000,4,1.0,714,104,1993.0,43500
380000,3,2.0,486,116,1990.0,13200
350000,3,1.0,692,96,1955.0,17800
172000,3,1.0,729,135,2003.0,17700
725000,4,2.0,641,239,2015.0,21300
255000,3,2.0,539,90,1994.0,19800
500000,4,2.0,652,191,2006.0,25800
520000,3,4.0,837,167,1999.0,17600
300000,3,2.0,850,104,1969.0,15800
533000,3,4.0,2024,167,1980.0,31600
415000,4,2.0,600,137,2002.0,17800
1645000,5,2.0,778,333,1974.0,10000
655000,4,2.0,702,173,1982.0,13500
307000,4,2.0,462,149,2002.0,35200
405000,2,2.0,1833,109,1981.0,32600
458000,6,1.0,626,136,1989.0,10800
335000,4,4.0,704,101,1990.0,13400
451000,3,1.0,729,114,1989.0,27200
719000,4,2.0,611,268,2006.0,28000
726000,4,2.0,2002,470,1979.0,20600
2150000,5,2.0,1047,375,2000.0,7700
875000,2,2.0,660,421,1930.0,3600
1200000,4,4.0,540,213,2012.0,5400
550000,3,2.0,812,230,1989.0,13500
525000,4,2.0,628,192,1994.0,28600
577000,3,2.0,329,138,2010.0,12800
305000,3,1.0,363,109,1981.0,15300
385000,4,1.0,771,121,1984.0,11700
650000,5,1.0,701,179,1977.0,15200
530000,4,2.0,654,239,2008.0,24300
555000,5,2.0,279,172,1995.0,8800
550000,4,2.0,545,208,2009.0,15200
555000,4,2.0,496,169,2000.0,8200
565000,3,2.0,677,190,2005.0,27600
800000,4,4.0,2706,224,1993.0,43300
580000,4,2.0,462,185,2003.0,9100
365000,4,1.0,455,128,1992.0,10800
990000,3,4.0,401,84,1966.0,7000
375000,4,1.0,404,121,1998.0,16600
358000,3,1.0,450,122,1997.0,8100
435000,4,2.0,600,129,1996.0,8500
1500000,5,2.0,639,467,2003.0,27000
299000,4,2.0,758,154,1996.0,33500
445000,3,2.0,302,155,2016.0,27400
315000,4,1.0,709,164,1976.0,38300
500000,4,2.0,441,160,2002.0,10400
650000,3,2.0,801,240,2008.0,9500
700000,4,3.0,605,250,2007.0,52400
442000,3,2.0,652,115,1994.0,20000
470000,3,2.0,407,100,1978.0,20800
940250,5,2.0,860,330,1988.0,23600
375000,3,3.0,504,81,1986.0,8500
672500,4,2.0,501,209,2012.0,28400
468000,4,2.0,703,184,1970.0,13100
1050000,4,2.0,476,201,1992.0,7100
470000,4,2.0,646,279,2005.0,33700
360000,3,1.0,680,114,1989.0,21300
220000,4,2.0,711,118,2013.0,32300
950000,4,2.0,716,245,1983.0,17400
464000,3,2.0,276,110,2013.0,16300
1365000,4,3.0,1317,293,1955.0,3200
1500000,3,1.0,54696,100,1974.0,22300
300000,3,2.0,675,90,1975.0,15600
278000,3,2.0,780,88,1977.0,38300
1200000,4,2.0,753,438,2009.0,19500
430000,4,2.0,802,197,1992.0,38400
365000,4,2.0,568,125,1995.0,19900
486000,3,2.0,454,150,2012.0,13800
430000,3,2.0,254,124,2014.0,14800
300000,3,1.0,893,98,1992.0,8300
740000,5,2.0,534,176,1998.0,12800
859000,4,4.0,1638,315,2008.0,24700
540000,4,2.0,545,199,2010.0,22500
778000,4,2.0,757,182,1982.0,11600
385000,3,1.0,675,91,1959.0,18100
410000,2,1.0,728,83,1988.0,10400
610000,5,2.0,711,274,2004.0,33600
215000,3,1.0,568,110,1993.0,35000
320000,3,2.0,682,152,1976.0,38200
1050000,4,3.0,606,293,2001.0,7600
370000,7,2.0,670,199,1975.0,14800
540000,4,2.0,734,169,1998.0,25600
462500,4,2.0,451,190,2010.0,19600
438000,5,4.0,439,135,1996.0,8100
467500,2,2.0,900,110,1951.0,15000
500000,4,2.0,477,184,2015.0,20700
1900000,5,4.0,969,352,1992.0,7300
854000,3,2.0,304,189,2011.0,5900
350000,4,2.0,431,141,1999.0,15200
475000,4,2.0,594,158,1991.0,11100
1115000,4,7.0,703,343,1980.0,15200
800000,4,4.0,712,120,1977.0,13700
385000,4,2.0,572,209,2005.0,52300
176500,3,1.0,694,109,1977.0,26800
360000,4,2.0,931,121,1972.0,41100
625000,4,2.0,355,225,2004.0,27000
582500,3,3.0,1070,86,1930.0,18900
2302500,5,4.0,405,235,1930.0,9000
680000,4,3.0,607,210,1985.0,17100
1400000,4,2.0,550,309,2003.0,7100
610000,4,2.0,549,182,1990.0,13000
554500,3,2.0,409,143,1992.0,20400
420000,4,2.0,689,149,1998.0,14600
950000,6,6.0,691,260,1976.0,12100
780000,3,1.0,527,102,1974.0,11800
505000,4,2.0,484,184,2010.0,17100
515000,4,2.0,604,215,2003.0,23100
345000,3,5.0,783,112,1990.0,56800
460000,4,2.0,718,120,1987.0,21300
1778000,5,3.0,950,388,2013.0,10100
900000,4,2.0,550,315,2008.0,28200
395000,5,4.0,536,227,2011.0,55400
625000,3,3.0,641,164,1980.0,9900
499000,4,2.0,700,216,1994.0,16300
595000,4,2.0,631,255,2011.0,42600
379000,4,2.0,662,210,1998.0,32100
520000,4,2.0,653,166,2007.0,35100
912000,4,2.0,593,323,1998.0,16500
1000000,5,2.0,60024,236,1990.0,24000
407000,4,1.0,615,136,1992.0,18200
470000,3,5.0,839,108,1960.0,15900
440000,4,1.0,800,116,1985.0,12600
520000,4,2.0,545,211,2000.0,20000
440000,3,1.0,250,99,1997.0,8700
415000,3,1.0,712,96,1979.0,22900
419000,3,2.0,741,214,2005.0,41000
307000,4,2.0,370,144,2015.0,42700
515000,3,2.0,476,163,2001.0,19500
670000,5,2.0,634,334,2013.0,10600
330000,3,1.0,964,100,1958.0,56100
539000,4,4.0,606,267,2006.0,25600
370000,4,2.0,549,220,2006.0,28500
1820000,5,3.0,565,344,2000.0,10500
560000,4,2.0,463,194,2010.0,10600
590000,3,2.0,256,115,1960.0,15700
925000,5,2.0,741,283,1981.0,12800
400000,3,2.0,873,106,1986.0,39200
670000,4,2.0,764,167,1984.0,12300
380000,3,2.0,773,104,2007.0,9300
765000,4,2.0,722,181,1994.0,9600
415000,4,2.0,626,154,1994.0,16600
1700000,3,2.0,809,210,1964.0,7800
520000,3,2.0,742,293,1964.0,8100
400000,4,2.0,418,108,1999.0,11200
1110000,4,2.0,877,226,1970.0,9900
1150000,4,2.0,868,285,1992.0,21700
480000,3,2.0,395,146,2015.0,14800
915000,3,1.0,745,118,1952.0,3800
620000,3,2.0,801,150,2016.0,8600
705000,4,2.0,774,211,1990.0,24400
932000,2,2.0,786,205,1982.0,10400
482000,4,4.0,749,138,2000.0,11900
589000,5,1.0,1606,202,1987.0,27900
320000,3,1.0,475,93,1972.0,11900
350000,4,1.0,539,110,1975.0,11400
820000,4,2.0,302,205,2011.0,10400
790000,4,3.0,729,329,1995.0,32400
504000,3,1.0,690,120,1983.0,21400
1051000,3,2.0,817,145,1972.0,11900
472000,3,2.0,331,139,2009.0,8000
560000,5,2.0,904,159,1997.0,23700
1390000,6,3.0,527,327,2006.0,9200
520000,4,2.0,558,255,2004.0,21900
462000,4,2.0,710,178,1981.0,14000
550000,4,2.0,725,231,1999.0,29000
600000,3,2.0,535,131,1923.0,9600
1480000,4,2.0,708,428,1980.0,15600
650000,4,2.0,631,249,2006.0,27500
710000,4,2.0,885,182,1990.0,21200
912000,3,3.0,552,70,1973.0,14000
450000,4,2.0,598,226,2006.0,24600
320000,3,2.0,386,150,2008.0,23200
228750,3,2.0,385,133,2013.0,28000
585000,5,6.0,685,286,1989.0,9400
470000,3,4.0,448,104,1999.0,16500
445000,4,2.0,581,205,2004.0,23500
1300000,6,2.0,847,302,1978.0,11300
765000,4,4.0,437,181,2000.0,10500
597000,4,2.0,554,202,2008.0,26100
490000,4,2.0,612,230,1997.0,14900
512888,4,4.0,516,160,2009.0,24900
465000,4,2.0,632,205,2000.0,19900
2195000,4,4.0,1000,477,2009.0,21100
899000,4,4.0,17524,324,2012.0,18200
480000,3,2.0,305,180,2015.0,10200
1300000,4,4.0,542,319,2002.0,7400
418000,5,2.0,594,209,2006.0,31100
350000,4,2.0,360,183,2006.0,22800
575000,4,2.0,699,256,2005.0,15600
512600,4,2.0,675,227,2002.0,27900
275000,3,1.0,659,90,1972.0,14800
770000,6,4.0,705,268,1988.0,20000
1800000,4,2.0,736,230,1974.0,9700
1555000,4,2.0,876,363,2002.0,7700
360000,3,1.0,693,121,1992.0,41400
579000,4,1.0,697,106,1972.0,19600
420000,5,2.0,585,187,1994.0,12900
370000,4,3.0,695,135,1993.0,22800
323000,3,2.0,754,139,1990.0,17900
845000,5,2.0,519,171,1910.0,14600
500000,5,2.0,706,164,1990.0,11300
928250,4,2.0,822,257,2010.0,26600
300000,4,2.0,532,140,1993.0,44200
400000,3,1.0,934,124,1950.0,17500
500000,4,2.0,535,150,2003.0,36200
450000,4,4.0,535,150,1994.0,10900
730000,4,2.0,700,187,1994.0,12500
905000,4,2.0,829,215,2012.0,9100
429000,4,1.0,435,118,1996.0,20000
370000,3,1.0,808,100,1970.0,20900
465000,3,2.0,298,128,2006.0,24700
680000,4,2.0,686,193,1992.0,12600
826000,4,2.0,688,257,2000.0,27400
420000,4,4.0,653,143,1994.0,11100
560000,4,4.0,518,218,2010.0,15100
725000,4,2.0,740,243,1997.0,20200
600000,4,2.0,830,300,1995.0,16000
450000,3,2.0,311,134,2003.0,8000
515000,4,2.0,515,164,2009.0,12400
1030000,4,4.0,1545,458,2001.0,24300
395000,4,2.0,572,158,1994.0,13000
753000,5,4.0,856,375,1994.0,41700
1600000,4,2.0,899,277,1979.0,15800
270000,4,4.0,931,106,1969.0,31600
1575000,5,3.0,971,219,1972.0,7500
479100,4,2.0,624,193,2006.0,27500
310000,3,1.0,872,138,1980.0,43800
595000,4,4.0,869,324,2001.0,20200
296000,2,2.0,764,84,1971.0,14200
935000,3,2.0,497,214,1999.0,8000
670000,4,3.0,3104,198,1973.0,23600
1200000,5,6.0,10000,290,1988.0,15400
370000,3,1.0,677,95,1990.0,11200
435000,4,2.0,526,224,2014.0,40600
1255000,5,2.0,459,192,2011.0,15800
582000,4,2.0,773,228,1991.0,25900
485000,4,4.0,500,160,1997.0,11100
410000,3,1.0,830,130,1970.0,16300
565000,4,3.0,708,181,1989.0,16900
449000,3,2.0,318,250,2011.0,18900
390000,3,2.0,416,126,1994.0,8300
510000,4,2.0,517,177,2005.0,17900
315000,4,2.0,620,141,2002.0,13500
430000,4,2.0,742,154,1998.0,12800
1250000,4,3.0,556,322,2001.0,5800
740000,4,2.0,2001,212,1997.0,27100
595000,4,2.0,622,241,2004.0,20800
560000,6,2.0,1068,302,1990.0,18700
402600,3,2.0,281,120,1998.0,9000
345000,4,1.0,693,101,1986.0,38200
357000,4,1.0,686,103,1993.0,19500
378000,3,2.0,344,151,2006.0,31300
300000,4,1.0,684,121,1989.0,34200
775000,3,3.0,706,244,1995.0,22400
785000,3,1.0,329,137,1920.0,13400
385000,3,2.0,313,142,2012.0,29500
1200000,5,1.0,513,237,1961.0,11000
840000,4,2.0,442,159,1960.0,13200
650000,4,8.0,957,220,1977.0,16500
654000,4,2.0,617,216,1992.0,10500
627500,4,2.0,700,179,1982.0,16900
292500,3,1.0,751,112,1959.0,18200
492000,4,2.0,666,245,2006.0,12600
546000,4,2.0,613,185,2003.0,51500
420000,4,6.0,765,147,1990.0,11200
435000,3,4.0,2000,142,1999.0,34600
600000,4,4.0,441,234,2001.0,16800
925000,3,2.0,411,164,2000.0,15300
1550000,4,4.0,975,220,1973.0,9400
540000,3,3.0,687,209,2009.0,22100
480000,2,2.0,813,87,2008.0,1100
455000,3,2.0,345,146,2009.0,8200
419000,2,1.0,1982,77,1970.0,9800
960000,4,2.0,270,222,2003.0,8500
950000,1,1.0,221,95,1968.0,4000
640000,3,3.0,373,94,1987.0,7600
407000,3,2.0,3643,101,1990.0,7500
230000,2,1.0,2569,81,1976.0,9500
555000,3,2.0,774,82,1989.0,10300
156500,3,1.0,2354,79,1992.0,25000
482000,3,1.0,462,89,1999.0,5700
315000,3,2.0,3252,79,1989.0,12200
430000,3,3.0,442,114,1948.0,6200
615000,3,2.0,265,124,2007.0,7900
807000,3,1.0,364,154,1992.0,7000
325000,3,2.0,4004,97,2003.0,18300
850000,3,2.0,183,167,1984.0,14400
400000,3,2.0,1768,139,2011.0,9400
640000,3,2.0,500,200,2006.0,24100
341500,3,1.0,440,131,1994.0,13700
450000,3,2.0,266,119,2009.0,7200
340000,3,2.0,500,107,1994.0,13800
625000,3,2.0,1366,116,1981.0,5300
339000,3,2.0,1012,120,1992.0,11200
422000,2,2.0,809,78,1991.0,5700
766000,4,2.0,200,188,2005.0,9100
370000,3,3.0,1037,106,1967.0,11600
140000,2,1.0,2024,65,1974.0,6600
640000,4,2.0,1062,251,1995.0,5600
680000,3,1.0,717,130,1928.0,3900
408000,3,2.0,339,122,2006.0,11200
387000,3,2.0,378,116,1967.0,11800
742000,2,1.0,183,105,1994.0,1900
300000,2,1.0,146,86,1993.0,7400
721000,5,1.0,1886,127,1962.0,10700
370000,3,2.0,351,99,1995.0,11000
500000,3,2.0,1048,120,1963.0,12700
335000,3,1.0,261,115,2008.0,9900
485000,3,1.0,357,13,1979.0,4700
525000,4,2.0,1215,170,1956.0,6600
685000,3,1.0,219,123,1993.0,7800
450000,3,1.0,1277,100,1988.0,10000
1250000,4,5.0,397,238,1997.0,15100
395000,3,1.0,151,108,1996.0,14800
292000,2,1.0,776,82,1992.0,7600
655000,3,2.0,377,144,2002.0,11000
410000,3,1.0,363,110,1994.0,10900
670000,2,1.0,910,62,1964.0,11500
338000,2,1.0,286,70,1986.0,10800
310000,2,1.0,1535,79,1991.0,40600
432000,3,1.0,239,101,1995.0,6800
357500,3,2.0,1620,116,1989.0,6800
432000,3,2.0,891,98,1952.0,4600
475000,3,1.0,4038,93,1970.0,12900
530000,4,2.0,312,133,2003.0,6800
440000,2,1.0,2729,74,1980.0,10200
600000,4,2.0,340,250,2010.0,41500
435000,4,2.0,281,113,2006.0,10600
430000,2,1.0,912,82,1987.0,12300
370000,3,1.0,454,120,1993.0,10700
1026000,3,2.0,235,160,2009.0,9500
445000,2,2.0,303,83,1986.0,11600
508000,4,2.0,368,181,2001.0,9300
450000,3,2.0,701,149,2007.0,7300
400000,1,2.0,181,73,2009.0,3000
1100000,3,2.0,359,176,1920.0,13200
755000,4,2.0,1390,139,1998.0,8800
780000,3,2.0,237,223,2001.0,3700
1250000,3,2.0,810,181,2008.0,4600
370000,3,1.0,243,109,2000.0,6600
495000,2,1.0,8415,91,1976.0,12600
420000,3,2.0,2024,84,1985.0,4500
675000,3,2.0,400,162,1989.0,10500
335000,3,1.0,1012,86,1994.0,14200
160000,2,2.0,205,74,1985.0,31400
880000,4,2.0,243,170,2012.0,3200
585000,3,2.0,257,100,1949.0,4900
315000,3,4.0,1474,115,1985.0,10400
341000,3,1.0,246,87,1990.0,8600
565000,3,2.0,174,110,2004.0,4800
360000,3,1.0,265,86,1995.0,7400
400000,4,2.0,1058,108,2008.0,16700
465000,4,2.0,300,137,2014.0,19100
490000,3,2.0,327,115,1989.0,9800
430000,3,2.0,399,177,1960.0,9500
334000,3,2.0,102,97,1981.0,9500
415000,2,1.0,201,75,1988.0,7500
337500,3,1.0,535,114,1946.0,16600
730000,3,2.0,836,137,1994.0,4000
316000,3,1.0,1310,84,1994.0,14700
630000,3,2.0,1012,127,1996.0,4000
167500,3,2.0,1012,99,2004.0,16100
359000,3,2.0,1012,117,1989.0,8800
525000,3,2.0,1062,135,1993.0,5200
715000,3,2.0,372,176,2014.0,26600
405000,2,2.0,810,114,1969.0,13400
364000,4,4.0,365,175,2015.0,18800
440000,3,2.0,299,125,2000.0,19500
625000,3,2.0,1000,110,1990.0,2600
320000,3,1.0,5974,88,1986.0,8900
420000,3,1.0,1048,123,1991.0,12700
975000,3,2.0,474,236,1999.0,9500
370000,2,1.0,1849,89,1987.0,9600
355000,2,1.0,2644,68,1975.0,10900
2300000,3,2.0,2133,184,1980.0,1400
515000,3,2.0,248,127,1994.0,5300
665000,2,1.0,250,119,1984.0,13700
330000,3,1.0,246,100,1994.0,16100
365000,3,2.0,224,126,1995.0,7400
600000,3,2.0,1012,129,1994.0,10100
470000,2,2.0,598,130,2013.0,34700
400000,2,2.0,249,100,2010.0,29900
370000,3,2.0,401,126,1963.0,8300
360000,3,2.0,172,97,2007.0,16200
375000,3,2.0,406,167,2015.0,25400
720000,4,2.0,807,170,2012.0,9900
494000,3,1.0,277,90,1989.0,9800
409500,3,2.0,349,109,1994.0,10500
378000,3,1.0,1598,78,1976.0,11900
300000,3,2.0,17780,77,1971.0,12300
530000,4,2.0,1803,182,2008.0,9200
360000,3,1.0,227,107,1994.0,37300
777000,3,2.0,468,154,1997.0,13600
450000,2,2.0,804,73,1986.0,2300
555000,4,2.0,714,160,1971.0,13500
213000,3,2.0,789,135,1971.0,23500
560000,4,2.0,486,210,2002.0,22800
1730000,2,2.0,1024,538,1976.0,15100
455000,4,2.0,593,200,2004.0,33200
250000,3,2.0,507,139,2001.0,35400
332000,3,1.0,2126,140,1980.0,40000
578000,5,2.0,700,212,1979.0,9200
450000,3,2.0,629,145,1955.0,17800
291000,3,4.0,475,104,2013.0,23100
385000,3,2.0,300,133,2012.0,38800
435000,4,2.0,609,146,1995.0,20000
530000,4,2.0,501,203,2016.0,20600
495000,4,2.0,543,160,2005.0,21100
380000,4,2.0,813,121,1974.0,20700
550000,3,2.0,2028,152,1982.0,40000
455000,4,2.0,567,147,2002.0,17500
389000,3,5.0,1086,122,1990.0,18500
360000,4,2.0,640,190,2004.0,47200
505000,4,2.0,601,235,2005.0,15100
485000,4,2.0,560,193,2015.0,21700
